#cleaned version removed '.1' from all the accessions.
Assembly	Genome_Acc	RefSeq_Acc	GenBank_Acc	NCBI_name
ASM15162v1	na	NW_004601747	BABH01069994	GPS_001632639
ASM15162v1	na	NW_004601748	BABH01069993	GPS_001632640
ASM15162v1	na	NW_004601749	BABH01069992	GPS_001632641
ASM15162v1	na	NW_004601750	BABH01069991	GPS_001632642
ASM15162v1	na	NW_004601751	BABH01069990	GPS_001632643
ASM15162v1	na	NW_004601752	BABH01069989	GPS_001632644
ASM15162v1	na	NW_004601753	BABH01069988	GPS_001632645
ASM15162v1	na	NW_004601754	BABH01069987	GPS_001632646
ASM15162v1	na	NW_004601755	BABH01069986	GPS_001632647
ASM15162v1	na	NW_004601756	BABH01069985	GPS_001632648
ASM15162v1	na	NW_004601757	BABH01069984	GPS_001632649
ASM15162v1	na	NW_004601758	BABH01069983	GPS_001632650
ASM15162v1	na	NW_004601759	BABH01069982	GPS_001632651
ASM15162v1	na	NW_004601760	BABH01069981	GPS_001632652
ASM15162v1	na	NW_004601761	BABH01069980	GPS_001632653
ASM15162v1	na	NW_004601762	BABH01069979	GPS_001632654
ASM15162v1	na	NW_004601763	BABH01069978	GPS_001632655
ASM15162v1	na	NW_004601764	BABH01069977	GPS_001632656
ASM15162v1	na	NW_004601765	BABH01069976	GPS_001632657
ASM15162v1	na	NW_004601766	BABH01069975	GPS_001632658
ASM15162v1	na	NW_004601767	BABH01069974	GPS_001632659
ASM15162v1	na	NW_004601768	BABH01069973	GPS_001632660
ASM15162v1	na	NW_004601769	BABH01069972	GPS_001632661
ASM15162v1	na	NW_004601770	BABH01069971	GPS_001632662
ASM15162v1	na	NW_004601771	BABH01069970	GPS_001632663
ASM15162v1	na	NW_004601772	BABH01069969	GPS_001632664
ASM15162v1	na	NW_004601773	BABH01069968	GPS_001632665
ASM15162v1	na	NW_004601774	BABH01069967	GPS_001632666
ASM15162v1	na	NW_004601775	BABH01069966	GPS_001632667
ASM15162v1	na	NW_004601776	BABH01069965	GPS_001632668
ASM15162v1	na	NW_004601777	BABH01069964	GPS_001632669
ASM15162v1	na	NW_004601778	BABH01069963	GPS_001632670
ASM15162v1	na	NW_004601779	BABH01069962	GPS_001632671
ASM15162v1	na	NW_004601780	BABH01069961	GPS_001632672
ASM15162v1	na	NW_004601781	BABH01069960	GPS_001632673
ASM15162v1	na	NW_004601782	BABH01069959	GPS_001632674
ASM15162v1	na	NW_004601783	BABH01069958	GPS_001632675
ASM15162v1	na	NW_004601784	BABH01069957	GPS_001632676
ASM15162v1	na	NW_004601785	BABH01069956	GPS_001632677
ASM15162v1	na	NW_004601786	BABH01069955	GPS_001632678
ASM15162v1	na	NW_004601787	BABH01069954	GPS_001632679
ASM15162v1	na	NW_004601788	BABH01069953	GPS_001632680
ASM15162v1	na	NW_004601789	BABH01069952	GPS_001632681
ASM15162v1	na	NW_004601790	BABH01069951	GPS_001632682
ASM15162v1	na	NW_004601791	BABH01069950	GPS_001632683
ASM15162v1	na	NW_004601792	BABH01069949	GPS_001632684
ASM15162v1	na	NW_004601793	BABH01069948	GPS_001632685
ASM15162v1	na	NW_004601794	BABH01069947	GPS_001632686
ASM15162v1	na	NW_004601795	BABH01069946	GPS_001632687
ASM15162v1	na	NW_004601796	BABH01069945	GPS_001632688
ASM15162v1	na	NW_004601797	BABH01069944	GPS_001632689
ASM15162v1	na	NW_004601798	BABH01069943	GPS_001632690
ASM15162v1	na	NW_004601799	BABH01069942	GPS_001632691
ASM15162v1	na	NW_004601800	BABH01069941	GPS_001632692
ASM15162v1	na	NW_004601801	BABH01069940	GPS_001632693
ASM15162v1	na	NW_004601802	BABH01069939	GPS_001632694
ASM15162v1	na	NW_004601803	BABH01069938	GPS_001632695
ASM15162v1	na	NW_004601804	BABH01069937	GPS_001632696
ASM15162v1	na	NW_004601805	BABH01069936	GPS_001632697
ASM15162v1	na	NW_004601806	BABH01069935	GPS_001632698
ASM15162v1	na	NW_004601807	BABH01069934	GPS_001632699
ASM15162v1	na	NW_004601808	BABH01069933	GPS_001632700
ASM15162v1	na	NW_004601809	BABH01069932	GPS_001632701
ASM15162v1	na	NW_004601810	BABH01069931	GPS_001632702
ASM15162v1	na	NW_004601811	BABH01069930	GPS_001632703
ASM15162v1	na	NW_004601812	BABH01069929	GPS_001632704
ASM15162v1	na	NW_004601813	BABH01069928	GPS_001632705
ASM15162v1	na	NW_004601814	BABH01069927	GPS_001632706
ASM15162v1	na	NW_004601815	BABH01069926	GPS_001632707
ASM15162v1	na	NW_004601816	BABH01069925	GPS_001632708
ASM15162v1	na	NW_004601817	BABH01069924	GPS_001632709
ASM15162v1	na	NW_004601818	BABH01069923	GPS_001632710
ASM15162v1	na	NW_004601819	BABH01069922	GPS_001632711
ASM15162v1	na	NW_004601820	BABH01069921	GPS_001632712
ASM15162v1	na	NW_004601821	BABH01069920	GPS_001632713
ASM15162v1	na	NW_004601822	BABH01069919	GPS_001632714
ASM15162v1	na	NW_004601823	BABH01069918	GPS_001632715
ASM15162v1	na	NW_004601824	BABH01069917	GPS_001632716
ASM15162v1	na	NW_004601825	BABH01069916	GPS_001632717
ASM15162v1	na	NW_004601826	BABH01069915	GPS_001632718
ASM15162v1	na	NW_004601827	BABH01069914	GPS_001632719
ASM15162v1	na	NW_004601828	BABH01069913	GPS_001632720
ASM15162v1	na	NW_004601829	BABH01069912	GPS_001632721
ASM15162v1	na	NW_004601830	BABH01069911	GPS_001632722
ASM15162v1	na	NW_004601831	BABH01069910	GPS_001632723
ASM15162v1	na	NW_004601832	BABH01069909	GPS_001632724
ASM15162v1	na	NW_004601833	BABH01069908	GPS_001632725
ASM15162v1	na	NW_004601834	BABH01069907	GPS_001632726
ASM15162v1	na	NW_004601835	BABH01069906	GPS_001632727
ASM15162v1	na	NW_004601836	BABH01069905	GPS_001632728
ASM15162v1	na	NW_004601837	BABH01069904	GPS_001632729
ASM15162v1	na	NW_004601838	BABH01069903	GPS_001632730
ASM15162v1	na	NW_004601839	BABH01069902	GPS_001632731
ASM15162v1	na	NW_004601840	BABH01069901	GPS_001632732
ASM15162v1	na	NW_004601841	BABH01069900	GPS_001632733
ASM15162v1	na	NW_004601842	BABH01069899	GPS_001632734
ASM15162v1	na	NW_004601843	BABH01069898	GPS_001632735
ASM15162v1	na	NW_004601844	BABH01069897	GPS_001632736
ASM15162v1	na	NW_004601845	BABH01069896	GPS_001632737
ASM15162v1	na	NW_004601846	BABH01069895	GPS_001632738
ASM15162v1	na	NW_004601847	BABH01069894	GPS_001632739
ASM15162v1	na	NW_004601848	BABH01069893	GPS_001632740
ASM15162v1	na	NW_004601849	BABH01069892	GPS_001632741
ASM15162v1	na	NW_004601850	BABH01069891	GPS_001632742
ASM15162v1	na	NW_004601851	BABH01069890	GPS_001632743
ASM15162v1	na	NW_004601852	BABH01069889	GPS_001632744
ASM15162v1	na	NW_004601853	BABH01069888	GPS_001632745
ASM15162v1	na	NW_004601854	BABH01069887	GPS_001632746
ASM15162v1	na	NW_004601855	BABH01069886	GPS_001632747
ASM15162v1	na	NW_004601856	BABH01069885	GPS_001632748
ASM15162v1	na	NW_004601857	BABH01069884	GPS_001632749
ASM15162v1	na	NW_004601858	BABH01069883	GPS_001632750
ASM15162v1	na	NW_004601859	BABH01069882	GPS_001632751
ASM15162v1	na	NW_004601860	BABH01069881	GPS_001632752
ASM15162v1	na	NW_004601861	BABH01069880	GPS_001632753
ASM15162v1	na	NW_004601862	BABH01069879	GPS_001632754
ASM15162v1	na	NW_004601863	BABH01069878	GPS_001632755
ASM15162v1	na	NW_004601864	BABH01069877	GPS_001632756
ASM15162v1	na	NW_004601865	BABH01069876	GPS_001632757
ASM15162v1	na	NW_004601866	BABH01069875	GPS_001632758
ASM15162v1	na	NW_004601867	BABH01069874	GPS_001632759
ASM15162v1	na	NW_004601868	BABH01069873	GPS_001632760
ASM15162v1	na	NW_004601869	BABH01069872	GPS_001632761
ASM15162v1	na	NW_004601870	BABH01069871	GPS_001632762
ASM15162v1	na	NW_004601871	BABH01069870	GPS_001632763
ASM15162v1	na	NW_004601872	BABH01069869	GPS_001632764
ASM15162v1	na	NW_004601873	BABH01069868	GPS_001632765
ASM15162v1	na	NW_004601874	BABH01069867	GPS_001632766
ASM15162v1	na	NW_004601875	BABH01069866	GPS_001632767
ASM15162v1	na	NW_004601876	BABH01069865	GPS_001632768
ASM15162v1	na	NW_004601877	BABH01069864	GPS_001632769
ASM15162v1	na	NW_004601878	BABH01069863	GPS_001632770
ASM15162v1	na	NW_004601879	BABH01069862	GPS_001632771
ASM15162v1	na	NW_004601880	BABH01069861	GPS_001632772
ASM15162v1	na	NW_004601881	BABH01069860	GPS_001632773
ASM15162v1	na	NW_004601882	BABH01069859	GPS_001632774
ASM15162v1	na	NW_004601883	BABH01069858	GPS_001632775
ASM15162v1	na	NW_004601884	BABH01069857	GPS_001632776
ASM15162v1	na	NW_004601885	BABH01069856	GPS_001632777
ASM15162v1	na	NW_004601886	BABH01069855	GPS_001632778
ASM15162v1	na	NW_004601887	BABH01069854	GPS_001632779
ASM15162v1	na	NW_004601888	BABH01069853	GPS_001632780
ASM15162v1	na	NW_004601889	BABH01069852	GPS_001632781
ASM15162v1	na	NW_004601890	BABH01069851	GPS_001632782
ASM15162v1	na	NW_004601891	BABH01069850	GPS_001632783
ASM15162v1	na	NW_004601892	BABH01069849	GPS_001632784
ASM15162v1	na	NW_004601893	BABH01069848	GPS_001632785
ASM15162v1	na	NW_004601894	BABH01069847	GPS_001632786
ASM15162v1	na	NW_004601895	BABH01069846	GPS_001632787
ASM15162v1	na	NW_004601896	BABH01069845	GPS_001632788
ASM15162v1	na	NW_004601897	BABH01069844	GPS_001632789
ASM15162v1	na	NW_004601898	BABH01069843	GPS_001632790
ASM15162v1	na	NW_004601899	BABH01069842	GPS_001632791
ASM15162v1	na	NW_004601900	BABH01069841	GPS_001632792
ASM15162v1	na	NW_004601901	BABH01069840	GPS_001632793
ASM15162v1	na	NW_004601902	BABH01069839	GPS_001632794
ASM15162v1	na	NW_004601903	BABH01069838	GPS_001632795
ASM15162v1	na	NW_004601904	BABH01069837	GPS_001632796
ASM15162v1	na	NW_004601905	BABH01069836	GPS_001632797
ASM15162v1	na	NW_004601906	BABH01069835	GPS_001632798
ASM15162v1	na	NW_004601907	BABH01069834	GPS_001632799
ASM15162v1	na	NW_004601908	BABH01069833	GPS_001632800
ASM15162v1	na	NW_004601909	BABH01069832	GPS_001632801
ASM15162v1	na	NW_004601910	BABH01069831	GPS_001632802
ASM15162v1	na	NW_004601911	BABH01069830	GPS_001632803
ASM15162v1	na	NW_004601912	BABH01069829	GPS_001632804
ASM15162v1	na	NW_004601913	BABH01069828	GPS_001632805
ASM15162v1	na	NW_004601914	BABH01069827	GPS_001632806
ASM15162v1	na	NW_004601915	BABH01069826	GPS_001632807
ASM15162v1	na	NW_004601916	BABH01069825	GPS_001632808
ASM15162v1	na	NW_004601917	BABH01069824	GPS_001632809
ASM15162v1	na	NW_004601918	BABH01069823	GPS_001632810
ASM15162v1	na	NW_004601919	BABH01069822	GPS_001632811
ASM15162v1	na	NW_004601920	BABH01069821	GPS_001632812
ASM15162v1	na	NW_004601921	BABH01069820	GPS_001632813
ASM15162v1	na	NW_004601922	BABH01069819	GPS_001632814
ASM15162v1	na	NW_004601923	BABH01069818	GPS_001632815
ASM15162v1	na	NW_004601924	BABH01069817	GPS_001632816
ASM15162v1	na	NW_004601925	BABH01069816	GPS_001632817
ASM15162v1	na	NW_004601926	BABH01069815	GPS_001632818
ASM15162v1	na	NW_004601927	BABH01069814	GPS_001632819
ASM15162v1	na	NW_004601928	BABH01069813	GPS_001632820
ASM15162v1	na	NW_004601929	BABH01069812	GPS_001632821
ASM15162v1	na	NW_004601930	BABH01069811	GPS_001632822
ASM15162v1	na	NW_004601931	BABH01069810	GPS_001632823
ASM15162v1	na	NW_004601932	BABH01069809	GPS_001632824
ASM15162v1	na	NW_004601933	BABH01069808	GPS_001632825
ASM15162v1	na	NW_004601934	BABH01069807	GPS_001632826
ASM15162v1	na	NW_004601935	BABH01069806	GPS_001632827
ASM15162v1	na	NW_004601936	BABH01069805	GPS_001632828
ASM15162v1	na	NW_004601937	BABH01069804	GPS_001632829
ASM15162v1	na	NW_004601938	BABH01069803	GPS_001632830
ASM15162v1	na	NW_004601939	BABH01069802	GPS_001632831
ASM15162v1	na	NW_004601940	BABH01069801	GPS_001632832
ASM15162v1	na	NW_004601941	BABH01069800	GPS_001632833
ASM15162v1	na	NW_004601942	BABH01069799	GPS_001632834
ASM15162v1	na	NW_004601943	BABH01069798	GPS_001632835
ASM15162v1	na	NW_004601944	BABH01069797	GPS_001632836
ASM15162v1	na	NW_004601945	BABH01069796	GPS_001632837
ASM15162v1	na	NW_004601946	BABH01069795	GPS_001632838
ASM15162v1	na	NW_004601947	BABH01069794	GPS_001632839
ASM15162v1	na	NW_004601948	BABH01069793	GPS_001632840
ASM15162v1	na	NW_004601949	BABH01069792	GPS_001632841
ASM15162v1	na	NW_004601950	BABH01069791	GPS_001632842
ASM15162v1	na	NW_004601951	BABH01069790	GPS_001632843
ASM15162v1	na	NW_004601952	BABH01069789	GPS_001632844
ASM15162v1	na	NW_004601953	BABH01069788	GPS_001632845
ASM15162v1	na	NW_004601954	BABH01069787	GPS_001632846
ASM15162v1	na	NW_004601955	BABH01069786	GPS_001632847
ASM15162v1	na	NW_004601956	BABH01069785	GPS_001632848
ASM15162v1	na	NW_004601957	BABH01069784	GPS_001632849
ASM15162v1	na	NW_004601958	BABH01069783	GPS_001632850
ASM15162v1	na	NW_004601959	BABH01069782	GPS_001632851
ASM15162v1	na	NW_004601960	BABH01069781	GPS_001632852
ASM15162v1	na	NW_004601961	BABH01069780	GPS_001632853
ASM15162v1	na	NW_004601962	BABH01069779	GPS_001632854
ASM15162v1	na	NW_004601963	BABH01069778	GPS_001632855
ASM15162v1	na	NW_004601964	BABH01069777	GPS_001632856
ASM15162v1	na	NW_004601965	BABH01069776	GPS_001632857
ASM15162v1	na	NW_004601966	BABH01069775	GPS_001632858
ASM15162v1	na	NW_004601967	BABH01069774	GPS_001632859
ASM15162v1	na	NW_004601968	BABH01069773	GPS_001632860
ASM15162v1	na	NW_004601969	BABH01069772	GPS_001632861
ASM15162v1	na	NW_004601970	BABH01069771	GPS_001632862
ASM15162v1	na	NW_004601971	BABH01069770	GPS_001632863
ASM15162v1	na	NW_004601972	BABH01069769	GPS_001632864
ASM15162v1	na	NW_004601973	BABH01069768	GPS_001632865
ASM15162v1	na	NW_004601974	BABH01069767	GPS_001632866
ASM15162v1	na	NW_004601975	BABH01069766	GPS_001632867
ASM15162v1	na	NW_004601976	BABH01069765	GPS_001632868
ASM15162v1	na	NW_004601977	BABH01069764	GPS_001632869
ASM15162v1	na	NW_004601978	BABH01069763	GPS_001632870
ASM15162v1	na	NW_004601979	BABH01069762	GPS_001632871
ASM15162v1	na	NW_004601980	BABH01069761	GPS_001632872
ASM15162v1	na	NW_004601981	BABH01069760	GPS_001632873
ASM15162v1	na	NW_004601982	BABH01069759	GPS_001632874
ASM15162v1	na	NW_004601983	BABH01069758	GPS_001632875
ASM15162v1	na	NW_004601984	BABH01069757	GPS_001632876
ASM15162v1	na	NW_004601985	BABH01069756	GPS_001632877
ASM15162v1	na	NW_004601986	BABH01069755	GPS_001632878
ASM15162v1	na	NW_004601987	BABH01069754	GPS_001632879
ASM15162v1	na	NW_004601988	BABH01069753	GPS_001632880
ASM15162v1	na	NW_004601989	BABH01069752	GPS_001632881
ASM15162v1	na	NW_004601990	BABH01069751	GPS_001632882
ASM15162v1	na	NW_004601991	BABH01069750	GPS_001632883
ASM15162v1	na	NW_004601992	BABH01069749	GPS_001632884
ASM15162v1	na	NW_004601993	BABH01069748	GPS_001632885
ASM15162v1	na	NW_004601994	BABH01069747	GPS_001632886
ASM15162v1	na	NW_004601995	BABH01069746	GPS_001632887
ASM15162v1	na	NW_004601996	BABH01069745	GPS_001632888
ASM15162v1	na	NW_004601997	BABH01069744	GPS_001632889
ASM15162v1	na	NW_004601998	BABH01069743	GPS_001632890
ASM15162v1	na	NW_004601999	BABH01069742	GPS_001632891
ASM15162v1	na	NW_004602000	BABH01069741	GPS_001632892
ASM15162v1	na	NW_004602001	BABH01069740	GPS_001632893
ASM15162v1	na	NW_004602002	BABH01069739	GPS_001632894
ASM15162v1	na	NW_004602003	BABH01069738	GPS_001632895
ASM15162v1	na	NW_004602004	BABH01069737	GPS_001632896
ASM15162v1	na	NW_004602005	BABH01069736	GPS_001632897
ASM15162v1	na	NW_004602006	BABH01069735	GPS_001632898
ASM15162v1	na	NW_004602007	BABH01069734	GPS_001632899
ASM15162v1	na	NW_004602008	BABH01069733	GPS_001632900
ASM15162v1	na	NW_004602009	BABH01069732	GPS_001632901
ASM15162v1	na	NW_004602010	BABH01069731	GPS_001632902
ASM15162v1	na	NW_004602011	BABH01069730	GPS_001632903
ASM15162v1	na	NW_004602012	BABH01069729	GPS_001632904
ASM15162v1	na	NW_004602013	BABH01069728	GPS_001632905
ASM15162v1	na	NW_004602014	BABH01069727	GPS_001632906
ASM15162v1	na	NW_004602015	BABH01069726	GPS_001632907
ASM15162v1	na	NW_004602016	BABH01069725	GPS_001632908
ASM15162v1	na	NW_004602017	BABH01069724	GPS_001632909
ASM15162v1	na	NW_004602018	BABH01069723	GPS_001632910
ASM15162v1	na	NW_004602019	BABH01069722	GPS_001632911
ASM15162v1	na	NW_004602020	BABH01069721	GPS_001632912
ASM15162v1	na	NW_004602021	BABH01069720	GPS_001632913
ASM15162v1	na	NW_004602022	BABH01069719	GPS_001632914
ASM15162v1	na	NW_004602023	BABH01069718	GPS_001632915
ASM15162v1	na	NW_004602024	BABH01069717	GPS_001632916
ASM15162v1	na	NW_004602025	BABH01069716	GPS_001632917
ASM15162v1	na	NW_004602026	BABH01069715	GPS_001632918
ASM15162v1	na	NW_004602027	BABH01069714	GPS_001632919
ASM15162v1	na	NW_004602028	BABH01069713	GPS_001632920
ASM15162v1	na	NW_004602029	BABH01069712	GPS_001632921
ASM15162v1	na	NW_004602030	BABH01069711	GPS_001632922
ASM15162v1	na	NW_004602031	BABH01069710	GPS_001632923
ASM15162v1	na	NW_004602032	BABH01069709	GPS_001632924
ASM15162v1	na	NW_004602033	BABH01069708	GPS_001632925
ASM15162v1	na	NW_004602034	BABH01069707	GPS_001632926
ASM15162v1	na	NW_004602035	BABH01069706	GPS_001632927
ASM15162v1	na	NW_004602036	BABH01069705	GPS_001632928
ASM15162v1	na	NW_004602037	BABH01069704	GPS_001632929
ASM15162v1	na	NW_004602038	BABH01069703	GPS_001632930
ASM15162v1	na	NW_004602039	BABH01069702	GPS_001632931
ASM15162v1	na	NW_004602040	BABH01069701	GPS_001632932
ASM15162v1	na	NW_004602041	BABH01069700	GPS_001632933
ASM15162v1	na	NW_004602042	BABH01069699	GPS_001632934
ASM15162v1	na	NW_004602043	BABH01069698	GPS_001632935
ASM15162v1	na	NW_004602044	BABH01069697	GPS_001632936
ASM15162v1	na	NW_004602045	BABH01069696	GPS_001632937
ASM15162v1	na	NW_004602046	BABH01069695	GPS_001632938
ASM15162v1	na	NW_004602047	BABH01069694	GPS_001632939
ASM15162v1	na	NW_004602048	BABH01069693	GPS_001632940
ASM15162v1	na	NW_004602049	BABH01069692	GPS_001632941
ASM15162v1	na	NW_004602050	BABH01069691	GPS_001632942
ASM15162v1	na	NW_004602051	BABH01069690	GPS_001632943
ASM15162v1	na	NW_004602052	BABH01069689	GPS_001632944
ASM15162v1	na	NW_004602053	BABH01069688	GPS_001632945
ASM15162v1	na	NW_004602054	BABH01069687	GPS_001632946
ASM15162v1	na	NW_004602055	BABH01069686	GPS_001632947
ASM15162v1	na	NW_004602056	BABH01069685	GPS_001632948
ASM15162v1	na	NW_004602057	BABH01069684	GPS_001632949
ASM15162v1	na	NW_004602058	BABH01069683	GPS_001632950
ASM15162v1	na	NW_004602059	BABH01069682	GPS_001632951
ASM15162v1	na	NW_004602060	BABH01069681	GPS_001632952
ASM15162v1	na	NW_004602061	BABH01069680	GPS_001632953
ASM15162v1	na	NW_004602062	BABH01069679	GPS_001632954
ASM15162v1	na	NW_004602063	BABH01069678	GPS_001632955
ASM15162v1	na	NW_004602064	BABH01069677	GPS_001632956
ASM15162v1	na	NW_004602065	BABH01069676	GPS_001632957
ASM15162v1	na	NW_004602066	BABH01069675	GPS_001632958
ASM15162v1	na	NW_004602067	BABH01069674	GPS_001632959
ASM15162v1	na	NW_004602068	BABH01069673	GPS_001632960
ASM15162v1	na	NW_004602069	BABH01069672	GPS_001632961
ASM15162v1	na	NW_004602070	BABH01069671	GPS_001632962
ASM15162v1	na	NW_004602071	BABH01069670	GPS_001632963
ASM15162v1	na	NW_004602072	BABH01069669	GPS_001632964
ASM15162v1	na	NW_004602073	BABH01069668	GPS_001632965
ASM15162v1	na	NW_004602074	BABH01069667	GPS_001632966
ASM15162v1	na	NW_004602075	BABH01069666	GPS_001632967
ASM15162v1	na	NW_004602076	BABH01069665	GPS_001632968
ASM15162v1	na	NW_004602077	BABH01069664	GPS_001632969
ASM15162v1	na	NW_004602078	BABH01069663	GPS_001632970
ASM15162v1	na	NW_004602079	BABH01069662	GPS_001632971
ASM15162v1	na	NW_004602080	BABH01069661	GPS_001632972
ASM15162v1	na	NW_004602081	BABH01069660	GPS_001632973
ASM15162v1	na	NW_004602082	BABH01069659	GPS_001632974
ASM15162v1	na	NW_004602083	BABH01069658	GPS_001632975
ASM15162v1	na	NW_004602084	BABH01069657	GPS_001632976
ASM15162v1	na	NW_004602085	BABH01069656	GPS_001632977
ASM15162v1	na	NW_004602086	BABH01069655	GPS_001632978
ASM15162v1	na	NW_004602087	BABH01069654	GPS_001632979
ASM15162v1	na	NW_004602088	BABH01069653	GPS_001632980
ASM15162v1	na	NW_004602089	BABH01069652	GPS_001632981
ASM15162v1	na	NW_004602090	BABH01069651	GPS_001632982
ASM15162v1	na	NW_004602091	BABH01069650	GPS_001632983
ASM15162v1	na	NW_004602092	BABH01069649	GPS_001632984
ASM15162v1	na	NW_004602093	BABH01069648	GPS_001632985
ASM15162v1	na	NW_004602094	BABH01069647	GPS_001632986
ASM15162v1	na	NW_004602095	BABH01069646	GPS_001632987
ASM15162v1	na	NW_004602096	BABH01069645	GPS_001632988
ASM15162v1	na	NW_004602097	BABH01069644	GPS_001632989
ASM15162v1	na	NW_004602098	BABH01069643	GPS_001632990
ASM15162v1	na	NW_004602099	BABH01069642	GPS_001632991
ASM15162v1	na	NW_004602100	BABH01069641	GPS_001632992
ASM15162v1	na	NW_004602101	BABH01069640	GPS_001632993
ASM15162v1	na	NW_004602102	BABH01069639	GPS_001632994
ASM15162v1	na	NW_004602103	BABH01069638	GPS_001632995
ASM15162v1	na	NW_004602104	BABH01069637	GPS_001632996
ASM15162v1	na	NW_004602105	BABH01069636	GPS_001632997
ASM15162v1	na	NW_004602106	BABH01069635	GPS_001632998
ASM15162v1	na	NW_004602107	BABH01069634	GPS_001632999
ASM15162v1	na	NW_004602108	BABH01069633	GPS_001633000
ASM15162v1	na	NW_004602109	BABH01069632	GPS_001633001
ASM15162v1	na	NW_004602110	BABH01069631	GPS_001633002
ASM15162v1	na	NW_004602111	BABH01069630	GPS_001633003
ASM15162v1	na	NW_004602112	BABH01069629	GPS_001633004
ASM15162v1	na	NW_004602113	BABH01069628	GPS_001633005
ASM15162v1	na	NW_004602114	BABH01069627	GPS_001633006
ASM15162v1	na	NW_004602115	BABH01069626	GPS_001633007
ASM15162v1	na	NW_004602116	BABH01069625	GPS_001633008
ASM15162v1	na	NW_004602117	BABH01069624	GPS_001633009
ASM15162v1	na	NW_004602118	BABH01069623	GPS_001633010
ASM15162v1	na	NW_004602119	BABH01069622	GPS_001633011
ASM15162v1	na	NW_004602120	BABH01069621	GPS_001633012
ASM15162v1	na	NW_004602121	BABH01069620	GPS_001633013
ASM15162v1	na	NW_004602122	BABH01069619	GPS_001633014
ASM15162v1	na	NW_004602123	BABH01069618	GPS_001633015
ASM15162v1	na	NW_004602124	BABH01069617	GPS_001633016
ASM15162v1	na	NW_004602125	BABH01069616	GPS_001633017
ASM15162v1	na	NW_004602126	BABH01069615	GPS_001633018
ASM15162v1	na	NW_004602127	BABH01069614	GPS_001633019
ASM15162v1	na	NW_004602128	BABH01069613	GPS_001633020
ASM15162v1	na	NW_004602129	BABH01069612	GPS_001633021
ASM15162v1	na	NW_004602130	BABH01069611	GPS_001633022
ASM15162v1	na	NW_004602131	BABH01069610	GPS_001633023
ASM15162v1	na	NW_004602132	BABH01069609	GPS_001633024
ASM15162v1	na	NW_004602133	BABH01069608	GPS_001633025
ASM15162v1	na	NW_004602134	BABH01069607	GPS_001633026
ASM15162v1	na	NW_004602135	BABH01069606	GPS_001633027
ASM15162v1	na	NW_004602136	BABH01069605	GPS_001633028
ASM15162v1	na	NW_004602137	BABH01069604	GPS_001633029
ASM15162v1	na	NW_004602138	BABH01069603	GPS_001633030
ASM15162v1	na	NW_004602139	BABH01069602	GPS_001633031
ASM15162v1	na	NW_004602140	BABH01069601	GPS_001633032
ASM15162v1	na	NW_004602141	BABH01069600	GPS_001633033
ASM15162v1	na	NW_004602142	BABH01069599	GPS_001633034
ASM15162v1	na	NW_004602143	BABH01069598	GPS_001633035
ASM15162v1	na	NW_004602144	BABH01069597	GPS_001633036
ASM15162v1	na	NW_004602145	BABH01069596	GPS_001633037
ASM15162v1	na	NW_004602146	BABH01069595	GPS_001633038
ASM15162v1	na	NW_004602147	BABH01069594	GPS_001633039
ASM15162v1	na	NW_004602148	BABH01069593	GPS_001633040
ASM15162v1	na	NW_004602149	BABH01069592	GPS_001633041
ASM15162v1	na	NW_004602150	BABH01069591	GPS_001633042
ASM15162v1	na	NW_004602151	BABH01069590	GPS_001633043
ASM15162v1	na	NW_004602152	BABH01069589	GPS_001633044
ASM15162v1	na	NW_004602153	BABH01069588	GPS_001633045
ASM15162v1	na	NW_004602154	BABH01069587	GPS_001633046
ASM15162v1	na	NW_004602155	BABH01069586	GPS_001633047
ASM15162v1	na	NW_004602156	BABH01069585	GPS_001633048
ASM15162v1	na	NW_004602157	BABH01069584	GPS_001633049
ASM15162v1	na	NW_004602158	BABH01069583	GPS_001633050
ASM15162v1	na	NW_004602159	BABH01069582	GPS_001633051
ASM15162v1	na	NW_004602160	BABH01069581	GPS_001633052
ASM15162v1	na	NW_004602161	BABH01069580	GPS_001633053
ASM15162v1	na	NW_004602162	BABH01069579	GPS_001633054
ASM15162v1	na	NW_004602163	BABH01069578	GPS_001633055
ASM15162v1	na	NW_004602164	BABH01069577	GPS_001633056
ASM15162v1	na	NW_004602165	BABH01069576	GPS_001633057
ASM15162v1	na	NW_004602166	BABH01069575	GPS_001633058
ASM15162v1	na	NW_004602167	BABH01069574	GPS_001633059
ASM15162v1	na	NW_004602168	BABH01069573	GPS_001633060
ASM15162v1	na	NW_004602169	BABH01069572	GPS_001633061
ASM15162v1	na	NW_004602170	BABH01069571	GPS_001633062
ASM15162v1	na	NW_004602171	BABH01069570	GPS_001633063
ASM15162v1	na	NW_004602172	BABH01069569	GPS_001633064
ASM15162v1	na	NW_004602173	BABH01069568	GPS_001633065
ASM15162v1	na	NW_004602174	BABH01069567	GPS_001633066
ASM15162v1	na	NW_004602175	BABH01069566	GPS_001633067
ASM15162v1	na	NW_004602176	BABH01069565	GPS_001633068
ASM15162v1	na	NW_004602177	BABH01069564	GPS_001633069
ASM15162v1	na	NW_004602178	BABH01069563	GPS_001633070
ASM15162v1	na	NW_004602179	BABH01069562	GPS_001633071
ASM15162v1	na	NW_004602180	BABH01069561	GPS_001633072
ASM15162v1	na	NW_004602181	BABH01069560	GPS_001633073
