#cleaned version removed '.1' from all the accessions.
Assembly	Genome_Acc	RefSeq_Acc	GenBank_Acc	NCBI_name
ASM15162v1	DF090347	NW_004581681	DF090347	GPS_001612573
ASM15162v1	DF090348	NW_004581682	DF090348	GPS_001612574
ASM15162v1	DF090349	NW_004581683	DF090349	GPS_001612575
ASM15162v1	DF090350	NW_004581684	DF090350	GPS_001612576
ASM15162v1	DF090351	NW_004581685	DF090351	GPS_001612577
ASM15162v1	DF090352	NW_004581686	DF090352	GPS_001612578
ASM15162v1	DF090353	NW_004581687	DF090353	GPS_001612579
ASM15162v1	DF090354	NW_004581688	DF090354	GPS_001612580
ASM15162v1	DF090355	NW_004581689	DF090355	GPS_001612581
ASM15162v1	DF090356	NW_004581690	DF090356	GPS_001612582
ASM15162v1	DF090357	NW_004581691	DF090357	GPS_001612583
ASM15162v1	DF090358	NW_004581692	DF090358	GPS_001612584
ASM15162v1	DF090359	NW_004581693	DF090359	GPS_001612585
ASM15162v1	DF090360	NW_004581694	DF090360	GPS_001612586
ASM15162v1	DF090361	NW_004581695	DF090361	GPS_001612587
ASM15162v1	DF090362	NW_004581696	DF090362	GPS_001612588
ASM15162v1	DF090363	NW_004581697	DF090363	GPS_001612589
ASM15162v1	DF090364	NW_004581698	DF090364	GPS_001612590
ASM15162v1	DF090365	NW_004581699	DF090365	GPS_001612591
ASM15162v1	DF090366	NW_004581700	DF090366	GPS_001612592
ASM15162v1	DF090367	NW_004581701	DF090367	GPS_001612593
ASM15162v1	DF090368	NW_004581702	DF090368	GPS_001612594
ASM15162v1	DF090369	NW_004581703	DF090369	GPS_001612595
ASM15162v1	DF090370	NW_004581704	DF090370	GPS_001612596
ASM15162v1	DF090371	NW_004581705	DF090371	GPS_001612597
ASM15162v1	DF090372	NW_004581706	DF090372	GPS_001612598
ASM15162v1	DF090373	NW_004581707	DF090373	GPS_001612599
ASM15162v1	DF090374	NW_004581708	DF090374	GPS_001612600
ASM15162v1	DF090375	NW_004581709	DF090375	GPS_001612601
ASM15162v1	DF090376	NW_004581710	DF090376	GPS_001612602
ASM15162v1	DF090377	NW_004581711	DF090377	GPS_001612603
ASM15162v1	DF090378	NW_004581712	DF090378	GPS_001612604
ASM15162v1	DF090379	NW_004581713	DF090379	GPS_001612605
ASM15162v1	DF090380	NW_004581714	DF090380	GPS_001612606
ASM15162v1	DF090381	NW_004581715	DF090381	GPS_001612607
ASM15162v1	DF090382	NW_004581716	DF090382	GPS_001612608
ASM15162v1	DF090383	NW_004581717	DF090383	GPS_001612609
ASM15162v1	DF090384	NW_004581718	DF090384	GPS_001612610
ASM15162v1	DF090385	NW_004581719	DF090385	GPS_001612611
ASM15162v1	DF090386	NW_004581720	DF090386	GPS_001612612
ASM15162v1	DF090387	NW_004581721	DF090387	GPS_001612613
ASM15162v1	DF090388	NW_004581722	DF090388	GPS_001612614
ASM15162v1	DF090389	NW_004581723	DF090389	GPS_001612615
ASM15162v1	DF090390	NW_004581724	DF090390	GPS_001612616
ASM15162v1	DF090391	NW_004581725	DF090391	GPS_001612617
ASM15162v1	DF090392	NW_004581726	DF090392	GPS_001612618
ASM15162v1	DF090393	NW_004581727	DF090393	GPS_001612619
ASM15162v1	DF090394	NW_004581728	DF090394	GPS_001612620
ASM15162v1	DF090395	NW_004581729	DF090395	GPS_001612621
ASM15162v1	DF090396	NW_004581730	DF090396	GPS_001612622
ASM15162v1	DF090397	NW_004581731	DF090397	GPS_001612623
ASM15162v1	DF090398	NW_004581732	DF090398	GPS_001612624
ASM15162v1	DF090399	NW_004581733	DF090399	GPS_001612625
ASM15162v1	DF090400	NW_004581734	DF090400	GPS_001612626
ASM15162v1	DF090401	NW_004581735	DF090401	GPS_001612627
ASM15162v1	DF090402	NW_004581736	DF090402	GPS_001612628
ASM15162v1	DF090403	NW_004581737	DF090403	GPS_001612629
ASM15162v1	DF090404	NW_004581738	DF090404	GPS_001612630
ASM15162v1	DF090405	NW_004581739	DF090405	GPS_001612631
ASM15162v1	DF090406	NW_004581740	DF090406	GPS_001612632
ASM15162v1	DF090407	NW_004581741	DF090407	GPS_001612633
ASM15162v1	DF090408	NW_004581742	DF090408	GPS_001612634
ASM15162v1	DF090409	NW_004581743	DF090409	GPS_001612635
ASM15162v1	DF090410	NW_004581744	DF090410	GPS_001612636
ASM15162v1	DF090411	NW_004581745	DF090411	GPS_001612637
ASM15162v1	DF090412	NW_004581746	DF090412	GPS_001612638
ASM15162v1	DF090413	NW_004581747	DF090413	GPS_001612639
ASM15162v1	DF090414	NW_004581748	DF090414	GPS_001612640
ASM15162v1	DF090415	NW_004581749	DF090415	GPS_001612641
ASM15162v1	DF090416	NW_004581750	DF090416	GPS_001612642
ASM15162v1	DF090417	NW_004581751	DF090417	GPS_001612643
ASM15162v1	DF090418	NW_004581752	DF090418	GPS_001612644
ASM15162v1	DF090419	NW_004581753	DF090419	GPS_001612645
ASM15162v1	DF090420	NW_004581754	DF090420	GPS_001612646
ASM15162v1	DF090421	NW_004581755	DF090421	GPS_001612647
ASM15162v1	DF090422	NW_004581756	DF090422	GPS_001612648
ASM15162v1	DF090423	NW_004581757	DF090423	GPS_001612649
ASM15162v1	DF090424	NW_004581758	DF090424	GPS_001612650
ASM15162v1	DF090425	NW_004581759	DF090425	GPS_001612651
ASM15162v1	DF090426	NW_004581760	DF090426	GPS_001612652
ASM15162v1	DF090427	NW_004581761	DF090427	GPS_001612653
ASM15162v1	DF090428	NW_004581762	DF090428	GPS_001612654
ASM15162v1	DF090429	NW_004581763	DF090429	GPS_001612655
ASM15162v1	DF090430	NW_004581764	DF090430	GPS_001612656
ASM15162v1	DF090431	NW_004581765	DF090431	GPS_001612657
ASM15162v1	DF090432	NW_004581766	DF090432	GPS_001612658
ASM15162v1	DF090433	NW_004581767	DF090433	GPS_001612659
ASM15162v1	DF090434	NW_004581768	DF090434	GPS_001612660
ASM15162v1	DF090435	NW_004581769	DF090435	GPS_001612661
ASM15162v1	DF090436	NW_004581770	DF090436	GPS_001612662
ASM15162v1	DF090437	NW_004581771	DF090437	GPS_001612663
ASM15162v1	DF090438	NW_004581772	DF090438	GPS_001612664
ASM15162v1	DF090439	NW_004581773	DF090439	GPS_001612665
ASM15162v1	DF090440	NW_004581774	DF090440	GPS_001612666
ASM15162v1	DF090441	NW_004581775	DF090441	GPS_001612667
ASM15162v1	DF090442	NW_004581776	DF090442	GPS_001612668
ASM15162v1	DF090443	NW_004581777	DF090443	GPS_001612669
ASM15162v1	DF090444	NW_004581778	DF090444	GPS_001612670
ASM15162v1	DF090445	NW_004581779	DF090445	GPS_001612671
ASM15162v1	DF090446	NW_004581780	DF090446	GPS_001612672
ASM15162v1	DF090447	NW_004581781	DF090447	GPS_001612673
ASM15162v1	DF090448	NW_004581782	DF090448	GPS_001612674
ASM15162v1	DF090449	NW_004581783	DF090449	GPS_001612675
ASM15162v1	DF090450	NW_004581784	DF090450	GPS_001612676
ASM15162v1	DF090451	NW_004581785	DF090451	GPS_001612677
ASM15162v1	DF090452	NW_004581786	DF090452	GPS_001612678
ASM15162v1	DF090453	NW_004581787	DF090453	GPS_001612679
ASM15162v1	DF090454	NW_004581788	DF090454	GPS_001612680
ASM15162v1	DF090455	NW_004581789	DF090455	GPS_001612681
ASM15162v1	DF090456	NW_004581790	DF090456	GPS_001612682
ASM15162v1	DF090457	NW_004581791	DF090457	GPS_001612683
ASM15162v1	DF090458	NW_004581792	DF090458	GPS_001612684
ASM15162v1	DF090459	NW_004581793	DF090459	GPS_001612685
ASM15162v1	DF090460	NW_004581794	DF090460	GPS_001612686
ASM15162v1	DF090461	NW_004581795	DF090461	GPS_001612687
ASM15162v1	DF090462	NW_004581796	DF090462	GPS_001612688
ASM15162v1	DF090463	NW_004581797	DF090463	GPS_001612689
ASM15162v1	DF090464	NW_004581798	DF090464	GPS_001612690
ASM15162v1	DF090465	NW_004581799	DF090465	GPS_001612691
ASM15162v1	DF090466	NW_004581800	DF090466	GPS_001612692
ASM15162v1	DF090467	NW_004581801	DF090467	GPS_001612693
ASM15162v1	DF090468	NW_004581802	DF090468	GPS_001612694
ASM15162v1	DF090469	NW_004581803	DF090469	GPS_001612695
ASM15162v1	DF090470	NW_004581804	DF090470	GPS_001612696
ASM15162v1	DF090471	NW_004581805	DF090471	GPS_001612697
ASM15162v1	DF090472	NW_004581806	DF090472	GPS_001612698
ASM15162v1	DF090473	NW_004581807	DF090473	GPS_001612699
ASM15162v1	DF090474	NW_004581808	DF090474	GPS_001612700
ASM15162v1	DF090475	NW_004581809	DF090475	GPS_001612701
ASM15162v1	DF090476	NW_004581810	DF090476	GPS_001612702
ASM15162v1	DF090477	NW_004581811	DF090477	GPS_001612703
ASM15162v1	DF090478	NW_004581812	DF090478	GPS_001612704
ASM15162v1	DF090479	NW_004581813	DF090479	GPS_001612705
ASM15162v1	DF090480	NW_004581814	DF090480	GPS_001612706
ASM15162v1	DF090481	NW_004581815	DF090481	GPS_001612707
ASM15162v1	DF090482	NW_004581816	DF090482	GPS_001612708
ASM15162v1	DF090483	NW_004581817	DF090483	GPS_001612709
ASM15162v1	DF090484	NW_004581818	DF090484	GPS_001612710
ASM15162v1	DF090485	NW_004581819	DF090485	GPS_001612711
ASM15162v1	DF090486	NW_004581820	DF090486	GPS_001612712
ASM15162v1	DF090487	NW_004581821	DF090487	GPS_001612713
ASM15162v1	DF090488	NW_004581822	DF090488	GPS_001612714
ASM15162v1	DF090489	NW_004581823	DF090489	GPS_001612715
ASM15162v1	DF090490	NW_004581824	DF090490	GPS_001612716
ASM15162v1	DF090491	NW_004581825	DF090491	GPS_001612717
ASM15162v1	DF090492	NW_004581826	DF090492	GPS_001612718
ASM15162v1	DF090493	NW_004581827	DF090493	GPS_001612719
ASM15162v1	DF090494	NW_004581828	DF090494	GPS_001612720
ASM15162v1	DF090495	NW_004581829	DF090495	GPS_001612721
ASM15162v1	DF090496	NW_004581830	DF090496	GPS_001612722
ASM15162v1	DF090497	NW_004581831	DF090497	GPS_001612723
ASM15162v1	DF090498	NW_004581832	DF090498	GPS_001612724
ASM15162v1	DF090499	NW_004581833	DF090499	GPS_001612725
ASM15162v1	DF090500	NW_004581834	DF090500	GPS_001612726
ASM15162v1	DF090501	NW_004581835	DF090501	GPS_001612727
ASM15162v1	DF090502	NW_004581836	DF090502	GPS_001612728
ASM15162v1	DF090503	NW_004581837	DF090503	GPS_001612729
ASM15162v1	DF090504	NW_004581838	DF090504	GPS_001612730
ASM15162v1	DF090505	NW_004581839	DF090505	GPS_001612731
ASM15162v1	DF090506	NW_004581840	DF090506	GPS_001612732
ASM15162v1	DF090507	NW_004581841	DF090507	GPS_001612733
ASM15162v1	DF090508	NW_004581842	DF090508	GPS_001612734
ASM15162v1	DF090509	NW_004581843	DF090509	GPS_001612735
ASM15162v1	DF090510	NW_004581844	DF090510	GPS_001612736
ASM15162v1	DF090511	NW_004581845	DF090511	GPS_001612737
ASM15162v1	DF090512	NW_004581846	DF090512	GPS_001612738
ASM15162v1	DF090513	NW_004581847	DF090513	GPS_001612739
ASM15162v1	DF090514	NW_004581848	DF090514	GPS_001612740
ASM15162v1	DF090515	NW_004581849	DF090515	GPS_001612741
ASM15162v1	DF090516	NW_004581850	DF090516	GPS_001612742
ASM15162v1	DF090517	NW_004581851	DF090517	GPS_001612743
ASM15162v1	DF090518	NW_004581852	DF090518	GPS_001612744
ASM15162v1	DF090519	NW_004581853	DF090519	GPS_001612745
ASM15162v1	DF090520	NW_004581854	DF090520	GPS_001612746
ASM15162v1	DF090521	NW_004581855	DF090521	GPS_001612747
ASM15162v1	DF090522	NW_004581856	DF090522	GPS_001612748
ASM15162v1	DF090523	NW_004581857	DF090523	GPS_001612749
ASM15162v1	DF090524	NW_004581858	DF090524	GPS_001612750
ASM15162v1	DF090525	NW_004581859	DF090525	GPS_001612751
ASM15162v1	DF090526	NW_004581860	DF090526	GPS_001612752
ASM15162v1	DF090527	NW_004581861	DF090527	GPS_001612753
ASM15162v1	DF090528	NW_004581862	DF090528	GPS_001612754
ASM15162v1	DF090529	NW_004581863	DF090529	GPS_001612755
ASM15162v1	DF090530	NW_004581864	DF090530	GPS_001612756
ASM15162v1	DF090531	NW_004581865	DF090531	GPS_001612757
ASM15162v1	DF090532	NW_004581866	DF090532	GPS_001612758
ASM15162v1	DF090533	NW_004581867	DF090533	GPS_001612759
ASM15162v1	DF090534	NW_004581868	DF090534	GPS_001612760
ASM15162v1	DF090535	NW_004581869	DF090535	GPS_001612761
ASM15162v1	DF090536	NW_004581870	DF090536	GPS_001612762
ASM15162v1	DF090537	NW_004581871	DF090537	GPS_001612763
ASM15162v1	DF090538	NW_004581872	DF090538	GPS_001612764
ASM15162v1	DF090539	NW_004581873	DF090539	GPS_001612765
ASM15162v1	DF090540	NW_004581874	DF090540	GPS_001612766
ASM15162v1	DF090541	NW_004581875	DF090541	GPS_001612767
ASM15162v1	DF090542	NW_004581876	DF090542	GPS_001612768
ASM15162v1	DF090543	NW_004581877	DF090543	GPS_001612769
ASM15162v1	DF090544	NW_004581878	DF090544	GPS_001612770
ASM15162v1	DF090545	NW_004581879	DF090545	GPS_001612771
ASM15162v1	DF090546	NW_004581880	DF090546	GPS_001612772
ASM15162v1	DF090547	NW_004581881	DF090547	GPS_001612773
ASM15162v1	DF090548	NW_004581882	DF090548	GPS_001612774
ASM15162v1	DF090549	NW_004581883	DF090549	GPS_001612775
ASM15162v1	DF090550	NW_004581884	DF090550	GPS_001612776
ASM15162v1	DF090551	NW_004581885	DF090551	GPS_001612777
ASM15162v1	DF090552	NW_004581886	DF090552	GPS_001612778
ASM15162v1	DF090553	NW_004581887	DF090553	GPS_001612779
ASM15162v1	DF090554	NW_004581888	DF090554	GPS_001612780
ASM15162v1	DF090555	NW_004581889	DF090555	GPS_001612781
ASM15162v1	DF090556	NW_004581890	DF090556	GPS_001612782
ASM15162v1	DF090557	NW_004581891	DF090557	GPS_001612783
ASM15162v1	DF090558	NW_004581892	DF090558	GPS_001612784
ASM15162v1	DF090559	NW_004581893	DF090559	GPS_001612785
ASM15162v1	DF090560	NW_004581894	DF090560	GPS_001612786
ASM15162v1	DF090562	NW_004581895	DF090562	GPS_001612787
ASM15162v1	DF091287	NW_004581896	DF091287	GPS_001612788
ASM15162v1	DF091288	NW_004581897	DF091288	GPS_001612789
ASM15162v1	DF091289	NW_004581898	DF091289	GPS_001612790
ASM15162v1	DF091290	NW_004581899	DF091290	GPS_001612791
ASM15162v1	DF091291	NW_004581900	DF091291	GPS_001612792
ASM15162v1	DF091292	NW_004581901	DF091292	GPS_001612793
ASM15162v1	DF091293	NW_004581902	DF091293	GPS_001612794
ASM15162v1	DF091294	NW_004581903	DF091294	GPS_001612795
ASM15162v1	DF091295	NW_004581904	DF091295	GPS_001612796
ASM15162v1	DF091296	NW_004581905	DF091296	GPS_001612797
ASM15162v1	DF091297	NW_004581906	DF091297	GPS_001612798
ASM15162v1	DF091298	NW_004581907	DF091298	GPS_001612799
ASM15162v1	DF091299	NW_004581908	DF091299	GPS_001612800
ASM15162v1	DF091300	NW_004581909	DF091300	GPS_001612801
ASM15162v1	DF091301	NW_004581910	DF091301	GPS_001612802
ASM15162v1	DF091302	NW_004581911	DF091302	GPS_001612803
ASM15162v1	DF091303	NW_004581912	DF091303	GPS_001612804
ASM15162v1	DF091304	NW_004581913	DF091304	GPS_001612805
ASM15162v1	DF091305	NW_004581914	DF091305	GPS_001612806
ASM15162v1	DF091306	NW_004581915	DF091306	GPS_001612807
ASM15162v1	DF091307	NW_004581916	DF091307	GPS_001612808
ASM15162v1	DF091308	NW_004581917	DF091308	GPS_001612809
ASM15162v1	DF091309	NW_004581918	DF091309	GPS_001612810
ASM15162v1	DF091310	NW_004581919	DF091310	GPS_001612811
ASM15162v1	DF091311	NW_004581920	DF091311	GPS_001612812
ASM15162v1	DF091312	NW_004581921	DF091312	GPS_001612813
ASM15162v1	DF091313	NW_004581922	DF091313	GPS_001612814
ASM15162v1	DF091314	NW_004581923	DF091314	GPS_001612815
ASM15162v1	DF091315	NW_004581924	DF091315	GPS_001612816
ASM15162v1	DF091316	NW_004581925	DF091316	GPS_001612817
ASM15162v1	DF091317	NW_004581926	DF091317	GPS_001612818
ASM15162v1	DF091318	NW_004581927	DF091318	GPS_001612819
ASM15162v1	DF091319	NW_004581928	DF091319	GPS_001612820
ASM15162v1	DF091320	NW_004581929	DF091320	GPS_001612821
ASM15162v1	DF091321	NW_004581930	DF091321	GPS_001612822
ASM15162v1	DF091322	NW_004581931	DF091322	GPS_001612823
ASM15162v1	DF091323	NW_004581932	DF091323	GPS_001612824
ASM15162v1	DF091324	NW_004581933	DF091324	GPS_001612825
ASM15162v1	DF091325	NW_004581934	DF091325	GPS_001612826
ASM15162v1	DF091326	NW_004581935	DF091326	GPS_001612827
ASM15162v1	DF091327	NW_004581936	DF091327	GPS_001612828
ASM15162v1	DF091328	NW_004581937	DF091328	GPS_001612829
ASM15162v1	DF091329	NW_004581938	DF091329	GPS_001612830
ASM15162v1	DF091330	NW_004581939	DF091330	GPS_001612831
ASM15162v1	DF091331	NW_004581940	DF091331	GPS_001612832
ASM15162v1	DF091332	NW_004581941	DF091332	GPS_001612833
ASM15162v1	DF091333	NW_004581942	DF091333	GPS_001612834
ASM15162v1	DF091334	NW_004581943	DF091334	GPS_001612835
ASM15162v1	DF091335	NW_004581944	DF091335	GPS_001612836
ASM15162v1	DF091336	NW_004581945	DF091336	GPS_001612837
ASM15162v1	DF091337	NW_004581946	DF091337	GPS_001612838
ASM15162v1	DF091338	NW_004581947	DF091338	GPS_001612839
ASM15162v1	DF091339	NW_004581948	DF091339	GPS_001612840
ASM15162v1	DF091340	NW_004581949	DF091340	GPS_001612841
ASM15162v1	DF091341	NW_004581950	DF091341	GPS_001612842
ASM15162v1	DF091342	NW_004581951	DF091342	GPS_001612843
ASM15162v1	DF091343	NW_004581952	DF091343	GPS_001612844
ASM15162v1	DF091344	NW_004581953	DF091344	GPS_001612845
ASM15162v1	DF091345	NW_004581954	DF091345	GPS_001612846
ASM15162v1	DF091346	NW_004581955	DF091346	GPS_001612847
ASM15162v1	DF091347	NW_004581956	DF091347	GPS_001612848
ASM15162v1	DF091348	NW_004581957	DF091348	GPS_001612849
ASM15162v1	DF091349	NW_004581958	DF091349	GPS_001612850
ASM15162v1	DF091350	NW_004581959	DF091350	GPS_001612851
ASM15162v1	DF091351	NW_004581960	DF091351	GPS_001612852
ASM15162v1	DF091352	NW_004581961	DF091352	GPS_001612853
ASM15162v1	DF091353	NW_004581962	DF091353	GPS_001612854
ASM15162v1	DF091354	NW_004581963	DF091354	GPS_001612855
ASM15162v1	DF091355	NW_004581964	DF091355	GPS_001612856
ASM15162v1	DF091356	NW_004581965	DF091356	GPS_001612857
ASM15162v1	DF091357	NW_004581966	DF091357	GPS_001612858
ASM15162v1	DF091358	NW_004581967	DF091358	GPS_001612859
ASM15162v1	DF091359	NW_004581968	DF091359	GPS_001612860
ASM15162v1	DF091360	NW_004581969	DF091360	GPS_001612861
ASM15162v1	DF091361	NW_004581970	DF091361	GPS_001612862
ASM15162v1	DF091362	NW_004581971	DF091362	GPS_001612863
ASM15162v1	DF091363	NW_004581972	DF091363	GPS_001612864
ASM15162v1	DF091364	NW_004581973	DF091364	GPS_001612865
ASM15162v1	DF091365	NW_004581974	DF091365	GPS_001612866
ASM15162v1	DF091366	NW_004581975	DF091366	GPS_001612867
ASM15162v1	DF091367	NW_004581976	DF091367	GPS_001612868
ASM15162v1	DF091368	NW_004581977	DF091368	GPS_001612869
ASM15162v1	DF091369	NW_004581978	DF091369	GPS_001612870
ASM15162v1	DF091370	NW_004581979	DF091370	GPS_001612871
ASM15162v1	DF091371	NW_004581980	DF091371	GPS_001612872
ASM15162v1	DF091372	NW_004581981	DF091372	GPS_001612873
ASM15162v1	DF091373	NW_004581982	DF091373	GPS_001612874
ASM15162v1	DF091374	NW_004581983	DF091374	GPS_001612875
ASM15162v1	DF091375	NW_004581984	DF091375	GPS_001612876
ASM15162v1	DF091376	NW_004581985	DF091376	GPS_001612877
ASM15162v1	DF091377	NW_004581986	DF091377	GPS_001612878
ASM15162v1	DF091378	NW_004581987	DF091378	GPS_001612879
ASM15162v1	DF091379	NW_004581988	DF091379	GPS_001612880
ASM15162v1	DF091380	NW_004581989	DF091380	GPS_001612881
ASM15162v1	DF091381	NW_004581990	DF091381	GPS_001612882
ASM15162v1	DF091382	NW_004581991	DF091382	GPS_001612883
ASM15162v1	DF091383	NW_004581992	DF091383	GPS_001612884
ASM15162v1	DF091384	NW_004581993	DF091384	GPS_001612885
ASM15162v1	DF091385	NW_004581994	DF091385	GPS_001612886
ASM15162v1	DF091386	NW_004581995	DF091386	GPS_001612887
ASM15162v1	DF091387	NW_004581996	DF091387	GPS_001612888
ASM15162v1	DF091388	NW_004581997	DF091388	GPS_001612889
ASM15162v1	DF091389	NW_004581998	DF091389	GPS_001612890
ASM15162v1	DF091390	NW_004581999	DF091390	GPS_001612891
ASM15162v1	DF091391	NW_004582000	DF091391	GPS_001612892
ASM15162v1	DF091392	NW_004582001	DF091392	GPS_001612893
ASM15162v1	DF091393	NW_004582002	DF091393	GPS_001612894
ASM15162v1	DF091394	NW_004582003	DF091394	GPS_001612895
ASM15162v1	DF091395	NW_004582004	DF091395	GPS_001612896
ASM15162v1	DF091396	NW_004582005	DF091396	GPS_001612897
ASM15162v1	DF090561	NW_004582006	DF090561	GPS_001612898
ASM15162v1	DF090563	NW_004582007	DF090563	GPS_001612899
ASM15162v1	DF090316	NW_004582008	DF090316	GPS_001612900
ASM15162v1	DF090317	NW_004582009	DF090317	GPS_001612901
ASM15162v1	DF090318	NW_004582010	DF090318	GPS_001612902
ASM15162v1	DF090319	NW_004582011	DF090319	GPS_001612903
ASM15162v1	DF090320	NW_004582012	DF090320	GPS_001612904
ASM15162v1	DF090321	NW_004582013	DF090321	GPS_001612905
ASM15162v1	DF090322	NW_004582014	DF090322	GPS_001612906
ASM15162v1	DF090323	NW_004582015	DF090323	GPS_001612907
ASM15162v1	DF090324	NW_004582016	DF090324	GPS_001612908
ASM15162v1	DF090325	NW_004582017	DF090325	GPS_001612909
ASM15162v1	DF090326	NW_004582018	DF090326	GPS_001612910
ASM15162v1	DF090327	NW_004582019	DF090327	GPS_001612911
ASM15162v1	DF090328	NW_004582020	DF090328	GPS_001612912
ASM15162v1	DF090329	NW_004582021	DF090329	GPS_001612913
ASM15162v1	DF090330	NW_004582022	DF090330	GPS_001612914
ASM15162v1	DF090331	NW_004582023	DF090331	GPS_001612915
ASM15162v1	DF090332	NW_004582024	DF090332	GPS_001612916
ASM15162v1	DF090333	NW_004582025	DF090333	GPS_001612917
ASM15162v1	DF090334	NW_004582026	DF090334	GPS_001612918
ASM15162v1	DF090335	NW_004582027	DF090335	GPS_001612919
ASM15162v1	DF090336	NW_004582028	DF090336	GPS_001612920
ASM15162v1	DF090337	NW_004582029	DF090337	GPS_001612921
ASM15162v1	DF090338	NW_004582030	DF090338	GPS_001612922
ASM15162v1	DF090339	NW_004582031	DF090339	GPS_001612923
ASM15162v1	DF090340	NW_004582032	DF090340	GPS_001612924
ASM15162v1	DF090341	NW_004582033	DF090341	GPS_001612925
ASM15162v1	DF090342	NW_004582034	DF090342	GPS_001612926
ASM15162v1	DF090343	NW_004582035	DF090343	GPS_001612927
ASM15162v1	DF090344	NW_004582036	DF090344	GPS_001612928
ASM15162v1	DF090564	NW_004582037	DF090564	GPS_001612929
ASM15162v1	DF090565	NW_004582038	DF090565	GPS_001612930
ASM15162v1	DF090566	NW_004582039	DF090566	GPS_001612931
ASM15162v1	DF090567	NW_004582040	DF090567	GPS_001612932
ASM15162v1	DF090568	NW_004582041	DF090568	GPS_001612933
ASM15162v1	DF090569	NW_004582042	DF090569	GPS_001612934
ASM15162v1	DF090570	NW_004582043	DF090570	GPS_001612935
ASM15162v1	DF090571	NW_004582044	DF090571	GPS_001612936
ASM15162v1	DF090572	NW_004582045	DF090572	GPS_001612937
ASM15162v1	DF090573	NW_004582046	DF090573	GPS_001612938
ASM15162v1	DF090574	NW_004582047	DF090574	GPS_001612939
ASM15162v1	DF090575	NW_004582048	DF090575	GPS_001612940
ASM15162v1	DF090576	NW_004582049	DF090576	GPS_001612941
ASM15162v1	DF090577	NW_004582050	DF090577	GPS_001612942
ASM15162v1	DF090578	NW_004582051	DF090578	GPS_001612943
ASM15162v1	DF090579	NW_004582052	DF090579	GPS_001612944
ASM15162v1	DF090580	NW_004582053	DF090580	GPS_001612945
ASM15162v1	DF090581	NW_004582054	DF090581	GPS_001612946
ASM15162v1	DF090582	NW_004582055	DF090582	GPS_001612947
ASM15162v1	DF090583	NW_004582056	DF090583	GPS_001612948
ASM15162v1	DF090584	NW_004582057	DF090584	GPS_001612949
ASM15162v1	DF090585	NW_004582058	DF090585	GPS_001612950
ASM15162v1	DF090586	NW_004582059	DF090586	GPS_001612951
ASM15162v1	DF090587	NW_004582060	DF090587	GPS_001612952
ASM15162v1	DF090588	NW_004582061	DF090588	GPS_001612953
ASM15162v1	DF090589	NW_004582062	DF090589	GPS_001612954
ASM15162v1	DF090590	NW_004582063	DF090590	GPS_001612955
ASM15162v1	DF090591	NW_004582064	DF090591	GPS_001612956
ASM15162v1	DF090592	NW_004582065	DF090592	GPS_001612957
ASM15162v1	DF090593	NW_004582066	DF090593	GPS_001612958
ASM15162v1	DF090594	NW_004582067	DF090594	GPS_001612959
ASM15162v1	DF090595	NW_004582068	DF090595	GPS_001612960
ASM15162v1	DF090596	NW_004582069	DF090596	GPS_001612961
ASM15162v1	DF090597	NW_004582070	DF090597	GPS_001612962
